HCP_ID,Province,Specialty,Market_Intensity,Patient_Volume,Category_TRx,Target_TRx,Target_Share,Competitor_Share,Category_Growth,New_Patient_Share,Field_Engagement,Digital_Engagement
HCP_0019,Newfoundland and Labrador,Dermatology,0.9121682289219464,278,137,26,0.1897810218978102,0.8102189781021898,-0.10619055793639974,0.16350978235645322,61,11
HCP_0020,Newfoundland and Labrador,General Surgery,0.48228927745798683,169,87,15,0.1724137931034483,0.8275862068965517,-0.17236221794770828,0.30065758836216394,50,72
HCP_0021,Newfoundland and Labrador,General Surgery,0.48228927745798683,464,335,42,0.1253731343283582,0.8746268656716418,0.03501357375799192,0.09739659743623982,62,10
HCP_0022,Newfoundland and Labrador,General Surgery,0.48228927745798683,257,198,103,0.5202020202020202,0.4797979797979798,0.05188373551493101,0.15195281152192686,67,96
HCP_0023,Newfoundland and Labrador,General Surgery,0.48228927745798683,284,160,52,0.325,0.675,0.07623911681087572,0.10064872264778198,77,18
HCP_0024,Newfoundland and Labrador,General Surgery,0.48228927745798683,169,129,54,0.4186046511627907,0.5813953488372092,-0.003558461828121383,0.33393069544047527,15,53
HCP_0025,Newfoundland and Labrador,Urology,0.6509447500333366,267,141,26,0.18439716312056736,0.8156028368794326,0.025923284140948185,0.1279272323293749,83,56
HCP_0026,Newfoundland and Labrador,Orthopedic Surgery,0.6551268910478969,337,199,93,0.46733668341708545,0.5326633165829145,0.09410124926487226,0.3010912443918236,23,41
HCP_0027,Newfoundland and Labrador,Orthopedic Surgery,0.6551268910478969,216,106,50,0.4716981132075472,0.5283018867924528,0.17485170711738068,0.3801544390359784,5,97
HCP_0028,Newfoundland and Labrador,Ophthalmology,0.5527655914309045,339,222,49,0.22072072072072071,0.7792792792792793,-0.18460585243819394,0.23472027317410699,56,70
HCP_0029,Newfoundland and Labrador,Obstetrics/Gynecology,0.6662353864896803,265,210,58,0.2761904761904762,0.7238095238095238,0.005727267316224541,0.23901021729124072,30,30
HCP_0030,Newfoundland and Labrador,Obstetrics/Gynecology,0.6662353864896803,295,189,31,0.164021164021164,0.835978835978836,0.07565705527292761,0.21136174883423425,5,51
HCP_0031,Newfoundland and Labrador,Obstetrics/Gynecology,0.6662353864896803,264,143,84,0.5874125874125874,0.4125874125874126,-0.060157132553288306,0.16406155018777496,98,1
HCP_0032,Newfoundland and Labrador,Obstetrics/Gynecology,0.6662353864896803,624,411,166,0.40389294403892945,0.5961070559610706,0.25774035581207594,0.216479260823721,78,82
HCP_0033,Prince Edward Island,Internal Medicine,0.03972248206337183,79,35,20,0.5714285714285714,0.4285714285714286,-0.026249185627448435,0.2609826362933658,28,37
HCP_0034,Prince Edward Island,Psychiatry,0.3817615754515179,171,129,28,0.21705426356589147,0.7829457364341086,0.04504487755912606,0.3950970502597308,66,31
HCP_0035,Prince Edward Island,Pediatrics,0.08820538929382389,158,95,46,0.4842105263157895,0.5157894736842106,0.1167226516210749,0.3782175957613785,74,9
HCP_0036,Prince Edward Island,General Surgery,0.37996122777783137,161,93,44,0.4731182795698925,0.5268817204301075,-0.02095417465622733,0.35175353540259263,2,7
HCP_0037,Prince Edward Island,Orthopedic Surgery,0.5935453892995415,332,211,91,0.4312796208530806,0.5687203791469194,-0.17158876573653004,0.36119568749670045,27,89
HCP_0038,Prince Edward Island,Obstetrics/Gynecology,0.03503579296804109,38,25,15,0.6,0.4,-0.0014385432299839906,0.21374721415221504,73,93
HCP_0039,Nova Scotia,Internal Medicine,0.23965836390105288,123,53,14,0.2641509433962264,0.7358490566037736,0.17353286671124485,0.2801055145121127,96,74
HCP_0040,Nova Scotia,Internal Medicine,0.23965836390105288,210,141,17,0.12056737588652482,0.8794326241134752,0.009572584785783378,0.363273353027675,47,19
HCP_0041,Nova Scotia,Internal Medicine,0.23965836390105288,254,126,53,0.42063492063492064,0.5793650793650793,-0.051572116175077426,0.18753276774697358,79,19
HCP_0042,Nova Scotia,Internal Medicine,0.23965836390105288,208,143,65,0.45454545454545453,0.5454545454545454,0.1610806651403266,0.3866168674209141,9,8
HCP_0043,Nova Scotia,Internal Medicine,0.23965836390105288,188,137,50,0.36496350364963503,0.635036496350365,0.01030701247723368,0.19552512172421405,32,71
HCP_0044,Nova Scotia,Internal Medicine,0.23965836390105288,176,127,21,0.16535433070866143,0.8346456692913385,-0.011219297638026066,0.2603789328876255,99,14
HCP_0045,Nova Scotia,Internal Medicine,0.23965836390105288,117,73,24,0.3287671232876712,0.6712328767123288,0.06793473075959715,0.2984316496453302,66,97
HCP_0046,Nova Scotia,Cardiology,0.14469108909513737,118,72,16,0.2222222222222222,0.7777777777777778,0.1424900251542545,0.3827072045765784,68,87
HCP_0047,Nova Scotia,Cardiology,0.14469108909513737,129,59,17,0.288135593220339,0.711864406779661,0.3358056238079055,0.13561569591829314,11,96
HCP_0048,Nova Scotia,Cardiology,0.14469108909513737,220,156,63,0.40384615384615385,0.5961538461538461,0.14926833291889077,0.31114584238352483,56,62
HCP_0049,Nova Scotia,Cardiology,0.14469108909513737,172,87,40,0.45977011494252873,0.5402298850574713,0.1891807959666013,0.2322854551504288,43,90
HCP_0050,Nova Scotia,Gastroenterology,0.11601921451498722,74,44,8,0.18181818181818182,0.8181818181818181,-0.010715943878542633,0.1439949992172244,12,20
HCP_0051,Nova Scotia,Gastroenterology,0.11601921451498722,153,79,22,0.27848101265822783,0.7215189873417722,-0.07310417271633715,0.32181239392873673,23,4
HCP_0052,Nova Scotia,Neurology,0.3941612802860897,219,99,20,0.20202020202020202,0.797979797979798,0.05747976195429476,0.24327779806084632,43,34
HCP_0053,Nova Scotia,Neurology,0.3941612802860897,198,129,21,0.16279069767441862,0.8372093023255813,0.06286038983115155,0.28134083722738656,56,84
HCP_0054,Nova Scotia,Psychiatry,0.12488170773683978,175,74,36,0.4864864864864865,0.5135135135135135,-0.07942152896375167,0.16301537400226537,95,67
HCP_0055,Nova Scotia,Psychiatry,0.12488170773683978,203,142,78,0.5492957746478874,0.45070422535211263,0.028964656411518463,0.2184458831396618,15,47
HCP_0056,Nova Scotia,Psychiatry,0.12488170773683978,196,103,26,0.2524271844660194,0.7475728155339806,0.0979181122062957,0.2660739878458235,95,79
HCP_0057,Nova Scotia,Psychiatry,0.12488170773683978,105,42,19,0.4523809523809524,0.5476190476190477,0.09324720740216963,0.1917187849944454,100,94
HCP_0058,Nova Scotia,Psychiatry,0.12488170773683978,127,77,42,0.5454545454545454,0.4545454545454546,0.11051454240611269,0.11943038894669547,99,89
HCP_0059,Nova Scotia,Psychiatry,0.12488170773683978,159,67,35,0.5223880597014925,0.4776119402985075,0.08491576761649317,0.3865741723103564,20,61
HCP_0060,Nova Scotia,Psychiatry,0.12488170773683978,199,102,15,0.14705882352941177,0.8529411764705882,-0.010841039112406692,0.22901363901491611,75,34
HCP_0061,Nova Scotia,Psychiatry,0.12488170773683978,120,82,47,0.573170731707317,0.426829268292683,-0.011668075197861179,0.3068721296006952,50,69
HCP_0062,Nova Scotia,Psychiatry,0.12488170773683978,132,56,14,0.25,0.75,-0.09387416775926512,0.19386651774462038,20,96
HCP_0063,Nova Scotia,Psychiatry,0.12488170773683978,96,71,17,0.23943661971830985,0.7605633802816901,0.2641730047022114,0.17429611740900075,59,20
HCP_0064,Nova Scotia,Psychiatry,0.12488170773683978,93,37,3,0.08108108108108109,0.9189189189189189,0.051614043754315164,0.19250750446349374,50,79
HCP_0065,Nova Scotia,Psychiatry,0.12488170773683978,188,94,30,0.3191489361702128,0.6808510638297872,0.02301763330461777,0.19321882532497742,20,38
HCP_0066,Nova Scotia,Psychiatry,0.12488170773683978,227,158,17,0.10759493670886076,0.8924050632911392,-0.06145504977429504,0.24046304057968376,5,33
HCP_0067,Nova Scotia,Psychiatry,0.12488170773683978,138,73,14,0.1917808219178082,0.8082191780821918,0.40227894827933336,0.24021445449347711,72,14
HCP_0068,Nova Scotia,Psychiatry,0.12488170773683978,201,89,20,0.2247191011235955,0.7752808988764045,-0.07879936386674745,0.2240038355590051,64,5
HCP_0069,Nova Scotia,Pediatrics,0.2648249486139601,234,127,63,0.49606299212598426,0.5039370078740157,-0.0014617510727287994,0.09717502472110334,75,65
HCP_0070,Nova Scotia,Pediatrics,0.2648249486139601,164,83,44,0.5301204819277109,0.4698795180722891,0.09990042035432725,0.2236264174751859,57,87
HCP_0071,Nova Scotia,Pediatrics,0.2648249486139601,234,172,37,0.21511627906976744,0.7848837209302326,0.12202555588931333,0.10918636514722803,77,55
HCP_0072,Nova Scotia,Pediatrics,0.2648249486139601,353,185,97,0.5243243243243243,0.4756756756756757,0.16495184662588208,0.09414752520351782,5,48
HCP_0073,Nova Scotia,Pediatrics,0.2648249486139601,203,145,76,0.5241379310344828,0.4758620689655172,0.26691302093231156,0.3764260010694087,64,91
HCP_0074,Nova Scotia,Pediatrics,0.2648249486139601,356,269,127,0.4721189591078067,0.5278810408921932,0.11073891865528548,0.2617325046016965,85,0
HCP_0075,Nova Scotia,Pediatrics,0.2648249486139601,82,47,6,0.1276595744680851,0.8723404255319149,-0.07672369599600011,0.2808215203436045,33,64
HCP_0076,Nova Scotia,Dermatology,0.5363103623163641,391,299,128,0.4280936454849498,0.5719063545150502,0.01916658498538622,0.19062778461667734,55,27
HCP_0077,Nova Scotia,Dermatology,0.5363103623163641,302,166,95,0.572289156626506,0.42771084337349397,0.08693988470166619,0.36814331217020246,74,99
HCP_0078,Nova Scotia,General Surgery,0.7172241063190541,305,240,102,0.425,0.575,0.2981871249806988,0.27327567135288294,2,19
HCP_0079,Nova Scotia,General Surgery,0.7172241063190541,350,153,36,0.23529411764705882,0.7647058823529411,-0.11773665741091564,0.31920945433325565,41,47
HCP_0080,Nova Scotia,General Surgery,0.7172241063190541,169,114,37,0.32456140350877194,0.6754385964912281,0.1943091806270273,0.17899686415969984,61,71
HCP_0081,Nova Scotia,General Surgery,0.7172241063190541,314,188,76,0.40425531914893614,0.5957446808510638,0.07158972434557001,0.38600415828669393,5,64
HCP_0082,Nova Scotia,General Surgery,0.7172241063190541,384,213,70,0.3286384976525822,0.6713615023474178,0.15053966422753767,0.3371614515554103,5,89
HCP_0083,Nova Scotia,Urology,0.7412390624513446,578,377,44,0.11671087533156499,0.883289124668435,0.03776063400368816,0.3488819620550903,62,50
HCP_0084,Nova Scotia,Urology,0.7412390624513446,287,196,43,0.2193877551020408,0.7806122448979592,-0.05109191561515916,0.11026799359901401,19,42
HCP_0085,Nova Scotia,Orthopedic Surgery,0.637043603328462,241,97,48,0.4948453608247423,0.5051546391752577,0.14010473352815983,0.14483712275492683,20,48
HCP_0086,Nova Scotia,Orthopedic Surgery,0.637043603328462,268,125,65,0.52,0.48,0.12853172325267453,0.149969309889252,1,24
HCP_0087,Nova Scotia,Orthopedic Surgery,0.637043603328462,440,301,38,0.12624584717607973,0.8737541528239203,0.1666468358887666,0.14481822813640494,89,73
HCP_0088,Nova Scotia,Orthopedic Surgery,0.637043603328462,358,239,137,0.5732217573221757,0.42677824267782427,0.04840344375456376,0.3493928567365008,94,75
HCP_0089,Nova Scotia,Ophthalmology,0.8151921117585501,300,236,54,0.2288135593220339,0.771186440677966,-0.021978642798381923,0.06115967832300724,89,40
HCP_0090,Nova Scotia,Ophthalmology,0.8151921117585501,432,304,126,0.4144736842105263,0.5855263157894737,-0.137054439402861,0.07663499614327102,55,70
HCP_0091,Nova Scotia,Ophthalmology,0.8151921117585501,374,292,135,0.4623287671232877,0.5376712328767124,0.14832479217672878,0.1458702047204663,95,63
HCP_0092,Nova Scotia,Ophthalmology,0.8151921117585501,507,345,171,0.4956521739130435,0.5043478260869565,0.10086673789327832,0.11995554112730529,9,60
HCP_0093,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,165,86,49,0.5697674418604651,0.43023255813953487,-0.06589391594367511,0.13115086485899694,86,11
HCP_0094,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,188,83,18,0.21686746987951808,0.7831325301204819,-0.0146288407955949,0.329280116238655,69,80
HCP_0095,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,184,131,68,0.5190839694656488,0.48091603053435117,-0.006011057434172858,0.24709430786221642,22,68
HCP_0096,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,126,83,10,0.12048192771084337,0.8795180722891567,-0.12795813183789018,0.0520197314525388,91,13
HCP_0097,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,234,98,43,0.4387755102040816,0.5612244897959184,-0.04812188759261604,0.20026296799646837,29,33
HCP_0098,Nova Scotia,Obstetrics/Gynecology,0.27728442406743964,231,126,58,0.4603174603174603,0.5396825396825398,-0.0860596428167625,0.19275972439762562,77,47
HCP_0099,New Brunswick,Internal Medicine,0.46573192626934257,273,214,90,0.4205607476635514,0.5794392523364487,0.0005025185734476023,0.08988084430559024,36,60
HCP_0100,New Brunswick,Internal Medicine,0.46573192626934257,251,151,29,0.19205298013245034,0.8079470198675497,-0.03864369979954753,0.28664962601051003,54,80
HCP_0101,New Brunswick,Internal Medicine,0.46573192626934257,166,95,50,0.5263157894736842,0.4736842105263158,-0.14524059050400984,0.2957340159328219,95,34
HCP_0102,New Brunswick,Internal Medicine,0.46573192626934257,236,138,20,0.14492753623188406,0.855072463768116,0.2927108276683378,0.3023126266682342,48,64
HCP_0103,New Brunswick,Internal Medicine,0.46573192626934257,242,117,9,0.07692307692307693,0.9230769230769231,0.20030488772350769,0.30496483094550725,33,58
HCP_0104,New Brunswick,Cardiology,0.6490718001942408,243,133,59,0.44360902255639095,0.5563909774436091,-0.04348233058239827,0.05001848942630388,43,35
HCP_0105,New Brunswick,Cardiology,0.6490718001942408,305,167,52,0.31137724550898205,0.688622754491018,0.08269056759843318,0.38387228134635276,21,78
HCP_0106,New Brunswick,Cardiology,0.6490718001942408,371,156,81,0.5192307692307693,0.4807692307692307,0.1000958107785554,0.3349730684691321,30,18
HCP_0107,New Brunswick,Gastroenterology,0.9882464288542133,769,544,142,0.2610294117647059,0.7389705882352942,0.19293030257281724,0.36639359380624986,6,41
HCP_0108,New Brunswick,Neurology,0.5084010438098067,303,172,25,0.14534883720930233,0.8546511627906976,-0.048232603199209426,0.05547515335760195,20,68
HCP_0109,New Brunswick,Neurology,0.5084010438098067,312,227,116,0.5110132158590308,0.4889867841409692,0.18105281407789114,0.3768505785250088,15,18
HCP_0110,New Brunswick,Psychiatry,0.36367654367980756,235,174,61,0.3505747126436782,0.6494252873563218,-0.0157486365048322,0.33342598504083665,19,38
HCP_0111,New Brunswick,Psychiatry,0.36367654367980756,123,60,9,0.15,0.85,-0.1103034885002336,0.34302670003554453,42,68
HCP_0112,New Brunswick,Psychiatry,0.36367654367980756,239,158,71,0.44936708860759494,0.5506329113924051,0.13689638711773966,0.08265058465268899,43,51
HCP_0113,New Brunswick,Psychiatry,0.36367654367980756,246,145,48,0.3310344827586207,0.6689655172413793,0.20489101089469136,0.3085723101215092,46,11
HCP_0114,New Brunswick,Psychiatry,0.36367654367980756,571,429,164,0.3822843822843823,0.6177156177156178,0.36054907682368215,0.38597084137473187,18,82
HCP_0115,New Brunswick,Psychiatry,0.36367654367980756,226,110,33,0.3,0.7,-0.09396703181082562,0.28749156949635624,47,46
HCP_0116,New Brunswick,Psychiatry,0.36367654367980756,268,180,91,0.5055555555555555,0.49444444444444446,0.13387036220969467,0.2496964916186123,95,75
HCP_0117,New Brunswick,Pediatrics,0.569938076838692,298,192,97,0.5052083333333334,0.49479166666666663,0.0008238507447760404,0.380970387212149,78,35
HCP_0118,New Brunswick,Pediatrics,0.569938076838692,201,104,46,0.4423076923076923,0.5576923076923077,0.14400304526288377,0.20502799260705262,68,62
HCP_0119,New Brunswick,Pediatrics,0.569938076838692,450,205,22,0.1073170731707317,0.8926829268292683,-0.12645874614775005,0.25975274820866756,10,75
HCP_0120,New Brunswick,Pediatrics,0.569938076838692,393,260,133,0.5115384615384615,0.4884615384615385,-0.10153237308382769,0.21671840272302817,78,81
HCP_0121,New Brunswick,Pediatrics,0.569938076838692,398,277,116,0.4187725631768953,0.5812274368231047,-0.043104978779978056,0.3764961774761047,28,50
HCP_0122,New Brunswick,Dermatology,0.8280815046853209,265,139,60,0.4316546762589928,0.5683453237410072,0.05947568548017014,0.07662965436792754,44,42
HCP_0123,New Brunswick,General Surgery,0.7636248983815582,571,376,94,0.25,0.75,-0.026929751984602637,0.22539189528887188,67,33
HCP_0124,New Brunswick,General Surgery,0.7636248983815582,214,119,63,0.5294117647058824,0.47058823529411764,0.12908652126961034,0.2904333544849034,35,96
HCP_0125,New Brunswick,General Surgery,0.7636248983815582,429,294,132,0.4489795918367347,0.5510204081632653,0.17322735419094973,0.3271672884477829,47,48
HCP_0126,New Brunswick,General Surgery,0.7636248983815582,752,361,40,0.11080332409972299,0.889196675900277,0.1219493049494427,0.25405652660544775,86,17
HCP_0127,New Brunswick,Urology,0.5408313817759403,208,157,43,0.27388535031847133,0.7261146496815287,0.24425451675930415,0.3681212104425089,14,60
HCP_0128,New Brunswick,Urology,0.5408313817759403,241,124,67,0.5403225806451613,0.45967741935483875,0.09989919553464116,0.3796970064093551,43,56
HCP_0129,New Brunswick,Orthopedic Surgery,1.012103355149148,417,228,17,0.07456140350877193,0.9254385964912281,-0.09602760524082003,0.07251172811775423,66,92
HCP_0130,New Brunswick,Orthopedic Surgery,1.012103355149148,337,143,83,0.5804195804195804,0.4195804195804196,0.2136051816246008,0.19082968883948104,95,4
HCP_0131,New Brunswick,Orthopedic Surgery,1.012103355149148,234,104,44,0.4230769230769231,0.5769230769230769,-0.022618748272719688,0.058210657602404056,73,88
HCP_0132,New Brunswick,Ophthalmology,0.7363157741451272,352,213,85,0.39906103286384975,0.6009389671361502,0.1592502199622684,0.16529583008105503,39,23
HCP_0133,New Brunswick,Ophthalmology,0.7363157741451272,237,120,24,0.2,0.8,0.23884810598661277,0.23790387628971077,85,92
HCP_0134,New Brunswick,Ophthalmology,0.7363157741451272,405,297,55,0.18518518518518517,0.8148148148148149,0.1048025612876479,0.3687782256784821,13,63
HCP_0135,New Brunswick,Obstetrics/Gynecology,0.692421826300984,241,98,56,0.5714285714285714,0.4285714285714286,-0.12953905757975798,0.346294012862891,62,58
HCP_0136,New Brunswick,Obstetrics/Gynecology,0.692421826300984,573,316,68,0.21518987341772153,0.7848101265822784,-0.06018545998117497,0.09462490433519502,80,37
HCP_0137,New Brunswick,Obstetrics/Gynecology,0.692421826300984,253,135,64,0.4740740740740741,0.5259259259259259,0.2087293360262163,0.0825606311593135,84,32
HCP_0138,New Brunswick,Obstetrics/Gynecology,0.692421826300984,297,121,32,0.2644628099173554,0.7355371900826446,0.02970527772286204,0.2562435685648335,50,9
HCP_0139,New Brunswick,Obstetrics/Gynecology,0.692421826300984,442,199,25,0.12562814070351758,0.8743718592964824,0.0595488241930599,0.23624129036057395,78,36
HCP_0140,Quebec,Internal Medicine,3.2946590478052054,472,267,15,0.056179775280898875,0.9438202247191011,0.14105892993963312,0.14323217450050835,57,96
HCP_0141,Quebec,Internal Medicine,3.2946590478052054,786,469,164,0.34968017057569295,0.6503198294243071,0.1335587434496388,0.36480857959384233,14,86
HCP_0142,Quebec,Internal Medicine,3.2946590478052054,1147,644,378,0.5869565217391305,0.4130434782608695,0.08345597748625529,0.3745782433115437,64,10
HCP_0143,Quebec,Internal Medicine,3.2946590478052054,414,254,64,0.25196850393700787,0.7480314960629921,0.024959795453544105,0.19091400341905695,87,23
HCP_0144,Quebec,Internal Medicine,3.2946590478052054,775,494,122,0.24696356275303644,0.7530364372469636,0.012479786512117126,0.3616058949897321,54,87
HCP_0145,Quebec,Internal Medicine,3.2946590478052054,795,321,77,0.2398753894080997,0.7601246105919003,0.15294785903496116,0.18438211299204044,75,70
HCP_0146,Quebec,Internal Medicine,3.2946590478052054,955,559,188,0.3363148479427549,0.6636851520572451,0.1164283437281352,0.30788589114039505,9,20
HCP_0147,Quebec,Internal Medicine,3.2946590478052054,471,370,108,0.2918918918918919,0.7081081081081081,0.019123999925865248,0.21657977614170348,41,19
HCP_0148,Quebec,Internal Medicine,3.2946590478052054,457,278,148,0.5323741007194245,0.4676258992805755,0.17985347755917686,0.09290410477751405,94,9
HCP_0149,Quebec,Internal Medicine,3.2946590478052054,872,585,192,0.3282051282051282,0.6717948717948719,0.03451590618442595,0.37477697043295755,10,88
HCP_0150,Quebec,Internal Medicine,3.2946590478052054,806,423,139,0.32860520094562645,0.6713947990543736,-0.052199460920127186,0.20893380768213782,15,46
HCP_0151,Quebec,Internal Medicine,3.2946590478052054,793,563,71,0.1261101243339254,0.8738898756660746,-0.04107648386840136,0.3070704641128413,72,99
HCP_0152,Quebec,Internal Medicine,3.2946590478052054,820,582,344,0.5910652920962199,0.40893470790378006,-0.06744890035717192,0.17851083505095228,77,46
HCP_0153,Quebec,Internal Medicine,3.2946590478052054,572,348,65,0.1867816091954023,0.8132183908045977,0.01731079800755754,0.05660830750168214,18,14
HCP_0154,Quebec,Internal Medicine,3.2946590478052054,788,623,56,0.0898876404494382,0.9101123595505618,0.19804691340034314,0.08518562554214257,30,43
HCP_0155,Quebec,Internal Medicine,3.2946590478052054,804,362,150,0.4143646408839779,0.5856353591160222,-0.04661142172366105,0.22367681782147358,72,61
HCP_0156,Quebec,Internal Medicine,3.2946590478052054,565,230,87,0.3782608695652174,0.6217391304347826,0.07261709132217235,0.29148752499422687,99,5
HCP_0157,Quebec,Internal Medicine,3.2946590478052054,1395,988,275,0.2783400809716599,0.7216599190283401,-0.028802721475289575,0.1671573643027477,52,100
HCP_0158,Quebec,Internal Medicine,3.2946590478052054,857,619,175,0.2827140549273021,0.7172859450726978,0.018762915047427497,0.29342096071217766,89,65
HCP_0159,Quebec,Internal Medicine,3.2946590478052054,479,215,104,0.48372093023255813,0.5162790697674419,-0.13120494543823025,0.2945224563011846,7,75
HCP_0160,Quebec,Internal Medicine,3.2946590478052054,914,463,73,0.15766738660907129,0.8423326133909287,0.023535412501215516,0.2963775675647408,23,3
HCP_0161,Quebec,Internal Medicine,3.2946590478052054,516,210,105,0.5,0.5,0.026755354423404556,0.22238264890717796,7,22
HCP_0162,Quebec,Internal Medicine,3.2946590478052054,956,495,201,0.40606060606060607,0.593939393939394,0.11483455328428345,0.3702101525425264,82,12
HCP_0163,Quebec,Internal Medicine,3.2946590478052054,1089,772,216,0.27979274611398963,0.7202072538860104,0.07679370959064447,0.22121878129321548,47,80
HCP_0164,Quebec,Internal Medicine,3.2946590478052054,545,331,100,0.3021148036253776,0.6978851963746224,-0.09380705499424542,0.20759281772382338,29,30
HCP_0165,Quebec,Internal Medicine,3.2946590478052054,1017,548,105,0.19160583941605838,0.8083941605839416,0.18010378928522514,0.11978328665371946,57,15
HCP_0166,Quebec,Internal Medicine,3.2946590478052054,839,460,213,0.46304347826086956,0.5369565217391304,0.07523636482663945,0.1576792805747178,85,40
HCP_0167,Quebec,Internal Medicine,3.2946590478052054,968,388,129,0.3324742268041237,0.6675257731958764,0.0738072220612984,0.06481707238140617,54,89
HCP_0168,Quebec,Internal Medicine,3.2946590478052054,1410,733,166,0.22646657571623466,0.7735334242837654,0.04889811759378333,0.2717373527656596,72,91
HCP_0169,Quebec,Internal Medicine,3.2946590478052054,666,439,166,0.37813211845102507,0.6218678815489749,-0.012130893666666365,0.13698751037448254,61,0
HCP_0170,Quebec,Internal Medicine,3.2946590478052054,558,441,264,0.5986394557823129,0.4013605442176871,0.07613628076984713,0.1564543390699128,47,11
HCP_0171,Quebec,Internal Medicine,3.2946590478052054,532,393,114,0.2900763358778626,0.7099236641221374,0.10707061231142989,0.3197850825825124,3,100
HCP_0172,Quebec,Internal Medicine,3.2946590478052054,546,224,125,0.5580357142857143,0.4419642857142857,-0.15962748296146656,0.16452741410650887,36,55
HCP_0173,Quebec,Internal Medicine,3.2946590478052054,707,537,129,0.24022346368715083,0.7597765363128491,-0.014651300481531473,0.13476856220459976,7,49
HCP_0174,Quebec,Internal Medicine,3.2946590478052054,818,583,47,0.08061749571183534,0.9193825042881647,0.019406363551569286,0.10917021219679701,0,19
HCP_0175,Quebec,Internal Medicine,3.2946590478052054,800,570,93,0.1631578947368421,0.8368421052631578,0.08074047268331339,0.3212004407636846,91,65
HCP_0176,Quebec,Internal Medicine,3.2946590478052054,970,566,159,0.28091872791519434,0.7190812720848057,0.19319732071125512,0.09539719029650942,69,35
HCP_0177,Quebec,Internal Medicine,3.2946590478052054,729,408,70,0.1715686274509804,0.8284313725490196,-0.042608897751613875,0.20881381608762373,46,78
HCP_0178,Quebec,Internal Medicine,3.2946590478052054,1208,630,32,0.050793650793650794,0.9492063492063492,-0.009755421618141039,0.22742554062701809,99,37
